# known-stars.tsv — Phase 4 tier-A validation corpus for the v6 binary
# catalogue. Each row is one star system the pipeline must reproduce
# correctly; scripts/catalog/known-stars.test.ts drives per-row
# assertions against public/catalog.bin via the catalog-lookup library.
#
# ---- Columns -------------------------------------------------------------
#
# wds_id                    WDS positional ID (e.g. "06451-1643"). Empty
#                           for single stars.
# system_name               Display name ("Sirius", "α Cen", "Vega").
# primary_hip               Hipparcos number of the primary. Empty for
#                           HIP-less systems (Tycho-only / no HIP). A row
#                           with neither HIP nor Gaia is looked up by
#                           system_name (Sol — the one record addressable
#                           only by proper name).
# primary_gaia_source_id    Gaia DR3 source_id of the primary (int64).
#                           Empty when no Gaia DR3 match exists (e.g.
#                           Sirius A — saturated in Gaia DR3).
# primary_distance_pc       Expected pipeline distance to the primary
#                           in parsecs.
# primary_distance_pc_err   1-sigma uncertainty on primary_distance_pc.
#                           Used in the tolerance gate (see below).
# primary_absmag            Expected absolute magnitude of the primary —
#                           the INTRINSIC (de-extincted) value the build
#                           writes, not observed mag − 5·log(d/10). The
#                           build subtracts the Sol→star Edenhofer A_V so
#                           the runtime raymarch re-adds it without
#                           double-counting; luminous stars behind
#                           measurable dust (Antares, ν Sco, the LMC
#                           supergiants) therefore sit brighter here than
#                           their reddened apparent photometry implies.
# primary_spectral          Expected MK spectral type as a human-readable
#                           string ("A0V", "M5.5Ve", "DA1.9"). The test
#                           parses it via classifyFromSimbad and asserts
#                           classIdx + lumClass match record.spectClass +
#                           record.lumClass. The binary stores only those
#                           two bytes; subclass round-trips through the
#                           resolver but is not pinned in catalog.bin.
# primary_ci                Optional pin on record.ci — the INTRINSIC
#                           (de-reddened) B−V the build writes. Pins the
#                           pipeline value; the canonical literature B−V
#                           is noted in notes_source where it differs.
# primary_radius_rsun       Optional pin on record.physicalRadius (R☉).
#                           Pins the pipeline value; canonical published
#                           radii noted in notes_source.
# radius_rel_tol            Optional per-row relative tolerance for
#                           primary_radius_rsun (default 0.10).
# companions                Semicolon-separated tuples:
#                             comp_letter:hip:gaia_id:absmag[:max_sep_au]
#                           Empty for single-star rows. Components with
#                           no HIP leave the hip slot empty
#                           ("B::4658136172363835776:11.34"). Companion
#                           hip + gaia_id + absmag are pulled from
#                           data/binaries/multiples.tsv, which is
#                           itself the validation target —
#                           SIMBAD spot-checks the primaries).
#                           Optional max_sep_au pins the companion's
#                           catalog.bin xyz to within that many AU of
#                           the primary's catalog.bin xyz. Used to
#                           regression-guard synth-promoted companions
#                           whose tangent-projected position depends on
#                           the route-detector in companion-promotion
#                           (Algol Ab/Aa2, Polaris Ab, Capella Ab).
# orbital_period_days       Expected pipeline orbital period in days
#                           (companion record .periodDays). Empty when
#                           the system lacks a well-determined orbit or
#                           the pipeline does not propagate one.
# var_type                  Optional GCVS variability pin: "pulsating" /
#                           "eclipsing" / "other" asserts record.varType
#                           against the catalog-pure VAR_TYPE_* enum;
#                           "none" asserts the record carries NO
#                           variability (varType, period, amplitude all
#                           zero). Empty = no varType assertion.
# var_period_days           Optional GCVS published period in days,
#                           UNQUANTISED. The test applies the build's
#                           encoding (round(P × 10) into uint16, 0.1 d
#                           quanta, 6553.5 d clamp) before comparing to
#                           record.periodDays.
# var_amp_mag               Optional GCVS amplitude (max − min, mag),
#                           unquantised. Encoded as round(amp × 20)
#                           into uint8 (0.05 mag quanta, 12.75 clamp)
#                           before comparing to record.amplitudeMag.
# notes_source              Provenance citation. Required on every row.
#                           Format: "SIMBAD <permalink>" /
#                           "ORB6 entry P=…" / "Gaia DR3 ADQL
#                           spot-check 2026-MM-DD" / "Pietrzyński 2019
#                           LMC distance".
#
# ---- Tolerances ----------------------------------------------------------
#
# Asserted by known-stars.test.ts:
#   primary_distance_pc       ±0.01 pc OR 1-sigma, whichever is larger
#   primary_absmag            ±0.05
#   primary_spectral          classIdx (record.spectClass) exact match;
#                             lumClass exact match unless the row's
#                             spectral string is bare-class (no Roman).
#   primary_ci                ±0.03 (float32 + Ballesteros round-trip)
#   primary_radius_rsun       ±10% relative, or the row's radius_rel_tol
#   companion absmag          ±0.05
#   companion hip / gaia_id   exact match
#   orbital_period_days       ±5% (only checked when row has a value)
#   var_type                  exact enum match ("none" = all three zero)
#   var_period_days           exact after uint16 0.1 d quantisation
#   var_amp_mag               exact after uint8 0.05 mag quantisation
#
# ---- Authoring discipline ----------------------------------------------
#
# Every row carries notes_source — no row added without a traceable
# citation. Distance + absmag verified against AT LEAST TWO independent
# sources where possible (SIMBAD + Gaia DR3 ADQL; ORB6 + van Leeuwen
# HIP2; etc.). Companion rows use multiples.tsv as one source;
# SIMBAD per-oid as the second. Variability pins quote the GCVS 5.1
# published period + max/min magnitudes (the pipeline input is the
# same frozen GCVS snapshot, so these pins are parse + cross-match +
# encode regression guards; AAVSO / SIMBAD otype spot-checks noted in
# notes_source where consulted). The TSV is the contract — the
# vitest exercises every row, every column.
#
# ---- Format ----------------------------------------------------------
#
# Tab-separated. Lines beginning with "#" are skipped by the parser.
# Empty cells render as adjacent tabs.
#
wds_id	system_name	primary_hip	primary_gaia_source_id	primary_distance_pc	primary_distance_pc_err	primary_absmag	primary_spectral	primary_ci	primary_radius_rsun	radius_rel_tol	companions	orbital_period_days	var_type	var_period_days	var_amp_mag	notes_source
05552+0724	Betelgeuse	27989		152.672	1.0	-5.469	M1-M2Ia-Iab	1.494	577.0				pulsating	2335	1.6	SIMBAD * alf Ori sp_type=M1-M2Ia-Iab; semi-regular variable. GCVS alf Ori: SRC P=2335 d, amp V 0.0→1.6. HIP-anchored. NO companion expected: the WDS Aa,Ab row carries no mags and no orbit, so the promoted Ab was a full-luminosity invented twin of Betelgeuse (absmag -5.47 at 0.1″) — the inherited-photometry drop now removes it. If Ab reappears here, the twin-brightness guard regressed.
	Arcturus	69673		11.257	0.1	-0.307	K1.5IIIFe-0.5									SIMBAD * alf Boo sp_type=K1.5IIIFe-0.5. Bright nearby giant; Gaia-saturated (no source_id), spectral resolves via the SIMBAD HIP fallback tier.
	Aldebaran	21421		20.434	0.2	-0.682	K5+III									SIMBAD * alf Tau sp_type=K5+III. Bright giant, no Gaia DR3 match.
	Rigel	24436		264.551	1.5	-6.993	B8Ia	-0.050	76.72							SIMBAD * bet Ori sp_type=B8Ia. Bright supergiant.
	Antares	80763		169.780	1.0	-5.487	M1.5Iab+B2Vn	1.737	577.0							SIMBAD * alf Sco sp_type=M1.5Iab+B2Vn. Bright red supergiant with B-star companion.
	Spica	65474		76.570	0.5	-3.191	B1V						eclipsing	4.014604	0.10	SIMBAD * alf Vir sp_type=B1V. Bright early-B variable, tight spectroscopic binary. GCVS alf Vir: ELL+BCEP P=4.014604 d, amp V 0.95→(0.10) — parenthesised amplitude notation (the once-dropped GCVS notation class); ELL classifies eclipsing (ellipsoidal), which also drives wings + pulsation suppression. Anchor dimmed by flux conservation once the MSC Aa,Ab/Aa1,Aa2 pair mags landed (V=0.97 is the blend; A-alone is ~0.25 mag fainter).
	Deneb	102098		432.900	2.5	-7.063	A2Ia									SIMBAD * alf Cyg sp_type=A2Ia. Bright supergiant; AT-HYG distance from HIP2 with high uncertainty (true distance ~800 pc per Gaia DR2).
05167+4600	Capella	24608		13.334	0.1	0.193	G3III:				Ab:::0.293:1.0	104.02128				SIMBAD * alf Aur sp_type=G3III:. Bright quad system (Aa+Ab giants); HIP-anchored. ORB6 inner orbit Aa,Ab P=104.02 d; companion Ab promoted via synth-05167+4600-Ab (no own gaia/hip). max_sep_au=1.0 clamps the sep+PA projection — Ab projects to ~0 AU from Capella via sep+PA (0.0″ at 13.123 pc); BinaryOrbitField overlays the ~0.74 AU inner orbit at runtime. AT-HYG magnitude is the Aa+Ab combined light; the dmag joint split re-allocates it, leaving Aa at 0.19 (canonical M_V~0.14). System distance coherence: the clean-Gaia H/L companions anchor the root at 13.334 pc; Capella itself (Gaia-saturated, HIP2 13.12) snaps within the combined parallax noise.
	Canopus	30438		94.787	0.5	-5.504	A9II									SIMBAD * alf Car sp_type=A9II. Bright supergiant; Gaia-saturated (no source_id), spectral resolves via the SIMBAD HIP fallback tier.
	Achernar	7588		42.754	0.3	-2.705	B6Vpe									SIMBAD * alf Eri sp_type=B6Vpe; emission-line Be star, rapid rotator.
	Fomalhaut	113368		7.704	0.05	1.737	A4V						none			SIMBAD * alf PsA sp_type=A4V. Nearby A-dwarf with debris disc. var_type=none guards against a false-positive GCVS cross-match (not a GCVS variable; varType/period/amplitude must all stay zero).
# ---- Population-coverage singles ----------------------------------------
# One pin per population dimension the corpus previously lacked: nearest
# M dwarf, halo subdwarf, solitary white dwarf, carbon star, Wolf-Rayet,
# O supergiant with luminosity class, prototype variables of each GCVS
# family the renderer animates, and a Tycho-only no-HIP record.
	Barnard's Star	87937	4472832130942575872	1.828	0.05	13.230	M4V	1.570	0.216							SIMBAD NAME Barnard's star sp_type=M4V; plx 546.976±0.040 → 1.828 pc (B-J photogeo agrees); V=9.511 → M_V≈13.20. Nearest single star and highest-PM star in the catalogue (J2016 placement pinned in sky-position-corpus.tsv).
	Kapteyn's Star	24186	4810594479418041856	3.934	0.05	10.886	M1VIp									SIMBAD HD 33793 sp_type=M1VIp (halo subdwarf — lumClass VI pin); plx 254.199±0.017 → 3.934 pc; V=8.853 → M_V≈10.88. Retrograde halo kinematics, second-highest PM. Covers the subdwarf luminosity class.
	Van Maanen 2	3829	2552928187080872832	4.314	0.05	14.196	DZ7.5									SIMBAD Wolf 28 sp_type=DZ7.5; plx 231.780±0.018 → 4.314 pc; V=12.374 → M_V≈14.20. Nearest solitary white dwarf — covers the single-WD population (DZ parse → WD class byte + lumClass VII/D, 0.013 R☉ special case).
	R Leporis	23203	2987082722815713792	446.331	10	-0.336	C7,6e						pulsating	427.07	6.2	SIMBAD V* R Lep sp_type=C7,6e (Hind's Crimson Star, carbon Mira); B-J photogeo 446.3 pc (SIMBAD plx 2.19±0.06 → 456±13, consistent). GCVS R Lep: M P=427.07 d, amp V 5.5→11.7 (6.2). Covers spectClass=7 (C/S/W) + the long-period pulsator encode path; absmag is the AT-HYG mean V at the B-J distance, de-extincted.
	γ² Velorum	39953		342.466	1.5	-6.001	WC8+O7.5III-V	-0.170	19.15							SIMBAD * gam02 Vel sp_type=WC8+O7.5III-V (WR 11, closest Wolf-Rayet); Gaia-saturated (no source_id), HIP2 long-baseline 342.5 pc (plx 2.92±0.30). V=1.83 → M_V≈-5.84 plus A_V≈0.16 de-extinction. Covers the WR population. physicalRadius (~19 R☉, sized by the V-dominant O7.5III companion) is pinned at unit level in catalog-pure.test.ts; the corpus schema has no radius column.
	ζ Puppis / Naos	39429	5534788672055388032	332.226	1.5	-5.447	O4I(n)fp									SIMBAD * zet Pup sp_type=O4I(n)fp; B-J photogeo 332.2 pc (SIMBAD plx 3.01±0.10 → 332±11). V=2.25 → M_V≈-5.36 plus de-extinction. Hottest naked-eye O star — covers spectClass=O WITH a luminosity-class pin (ν Sco's O is a bare GSP-Spec letter).
	Mira	10826		91.659	0.5	1.659	M5-9IIIe+DA						pulsating	328.8	8.5	SIMBAD * omi Cet sp_type=M5-9IIIe+DA (the DA is the VZ Cet white-dwarf companion in the composite string the resolver consumed via the SIMBAD HIP fallback tier); Gaia-saturated (no source_id), HIP-anchored 91.66 pc (plx 10.91±1.22). GCVS omi Cet: M P=328.8 d, amp V 1.9→10.4 (8.5) — the prototype long-period variable, largest amplitude pinned.
	δ Cephei	110991	2200153454733285248	279.795	1.5	-3.382	F5Iab:+B7-8						pulsating	5.366208	0.89	SIMBAD * del Cep sp_type=F5Iab:+B7-8; B-J photogeo 279.8 pc (plx 3.556±0.148 → 281±12; Benedict 2002 HST parallax gives 273±11). GCVS del Cep: DCEP P=5.366208 d, amp V 3.48→4.37 (0.89) — the classical-Cepheid prototype.
	44 Boötis	73695		12.508	0.05	4.344	G0Vn						eclipsing	0.2678190	0.16	SIMBAD * i Boo sp_type=G0Vn; Gaia-saturated (no source_id), HIP-anchored 12.51 pc (plx 79.95±1.56). GCVS i Boo: EW P=0.2678190 d, amp V 4.70→4.86 (0.16) — W UMa contact eclipser; pins the sub-day period quantisation (0.268 d → 0.3 d at the 0.1 d quantum).
	β Centauri / Hadar	68702		120.192	1.5	-4.138	B1III						pulsating	0.300	0.045	SIMBAD * bet Cen sp_type=B1III; Gaia-saturated (no source_id), HIP-anchored 120.19 pc. GCVS bet Cen: BCEP P=0.300 d, amp V 0.61→(0.045) — parenthesised amplitude notation (the once-dropped GCVS notation class) whose 0.045 mag lands exactly one 0.05-mag quantum (ampUnits=1): the amplitude-bearing pin for the notation population.
	HD 200191		6457874175857073664	97.120	0.5	5.000	G0									SIMBAD HD 200191 sp_type=G0 (bare; no lumClass pin). Tycho-sourced AT-HYG row whose catalogue record carries NO HIP — pins the no-HIP population addressed by Gaia source_id alone. SIMBAD lists HIP 103995 for this star; the AT-HYG row omits it (identifier-backfill gap). Distance 97.12 pc (AT-HYG G_R3 + B-J).
# ---- Visual binaries with multiples.tsv-validated companions -----------
# Systems where (a) primary has a catalog.bin record and (b) at least one
# companion has a per-component multiples.tsv row with non-inherited HIP /
# Gaia source_id / absmag. Companions whose multiples.tsv absmag is empty
# or inherited from the primary (e.g. Sirius B at 1.454, Procyon B blank)
# are deliberately excluded — pinning known-bad data would mislead future
# regression detection.
14396-6050	α Centauri	71683		1.325	0.05	4.379	G2V				B:71681::5.739;C:70890:5853498713190525696:15.437	29133.07				SIMBAD * alf Cen A sp_type=G2V; Gaia-saturated (no source_id), spectral resolves via the SIMBAD HIP fallback tier. B likewise saturated: SIMBAD carries no DR3 id — the crosswalk's 5877748442128924544 was a G=20.95 background star, rejected by the magnitude gate. ORB6 P=29133.07 d (AB) + 199791750 d (AC/Proxima); bestPeriodMatch picks the AB orbit nearest the expected value. Companion data per multiples.tsv.
21069+3845	61 Cygni	104214	1872046609345556480	3.496	0.05	7.482	K5V				B:104217:1872046574983497216:8.332					SIMBAD * 61 Cyg A sp_type=K5V; companion B sp_type=K7V (multiples.tsv). Common-proper-motion pair, no well-determined orbit.
13239+5456	Mizar–Alcor	65378	1563590579347125632	24.867	0.2	1.004	A1.5Vas				C:65477::1.995					SIMBAD * zet01 UMa sp_type=A1.5Vas (primary Mizar Aa). Companion C is Alcor (HIP 65477, A5V), validated against multiples.tsv wds 13239+5456-AC. Wide visual pair (~0.2 pc separation). AT-HYG magnitude is the near-equal Aa+Ab combined light; the dmag joint split leaves Aa its half (canonical Mizar A components ~M_V 1.0).
# ---- Nearby resolved binaries (≤30 pc, both components in multiples.tsv with non-inherited data) ----
18428+5938	Σ 2398 / Gliese 725	91768	2154880616774131840	3.523	0.05	11.205	M3V				B:91772:2154880616774131712:11.965					SIMBAD HD 173739 sp_type=M3V; nearby M-dwarf binary at 3.5 pc. Companion B (HD 173740, M3.5V) from multiples.tsv.
04153-0739	40 Eridani / Keid	19849	3195919528989223040	5.009	0.05	5.931	K0.5V				B::3195919254111315712:11.0818;C::3195919254111314816:12.8050	85176.3				SIMBAD * omi02 Eri sp_type=K0.5V. Physical triple: B = * omi02 Eri B DA2.9, the first-discovered white dwarf (own-Gaia gaia_photometry absmag 11.08; SIMBAD V=9.53 → M_V 11.03); C = * omi02 Eri C M4.5V flare star (absmag 12.805; SIMBAD V=11.17 → M_V 12.67). ORB6 B-C orbit P=85176.3 d (233 yr). Kept-pair set pinned in system-pair-topology.tsv (WDS D/E are background stars).
14575-2125	GJ 570 / 33 G. Librae	73184	6232511606838403968	5.886	0.05	6.871	K4V				B:73182:6232511675556408320:9.146	2369944.24				SIMBAD HD 131977 sp_type=K4V (primary GJ 570 A = 33 G. Lib; previously mislabelled ξ Boötis, which is HD 131156 / HIP 72659 / WDS 14514+1906). Companion B (M1.5V) per multiples.tsv. ORB6 P=2369944.24 d (~6489 yr).
17153-2636	36 Ophiuchi / Guniibuu	84405	4109030160308320128	5.951	0.05	6.210	K1V				B::4109030160308317312:6.1939;C:84478:4109034455276324608:7.456	171996.23				SIMBAD * 36 Oph sp_type=K1V. The HIP→Gaia cross-walk mis-bound B's source 4109030160308317312 onto A; the binding-integrity identity refutation rebinds A to its own SIMBAD source 4109030160308320128 and B (K5V, SIMBAD * 36 Oph B) promotes on its own source with gaia_photometry absmag — no synth twin. Companion C (K5V) per multiples.tsv. ORB6 P=171996 d. AT-HYG magnitude for HIP 84405 is the A+B combined V~4.33 (Tycho blend); the Dmag=0 joint split leaves A its half, matching A's own V=5.07 -> M_V 6.20.
22577-2937	Fomalhaut + Fomalhaut B	113368		7.704	0.05	1.737	A4V				B:113283:6604147121141267712:7.076					SIMBAD * alf PsA sp_type=A4V; Gaia-saturated (no source_id), spectral resolves via the SIMBAD HIP fallback tier. Companion Fomalhaut B (TW PsA, K4Ve, common-proper-motion pair) per multiples.tsv.
01026+6221	HD 6440 / AC+27 28217	4872	522863309964987520	9.856	0.05	9.591	M1.5V				B::522864272041351296:13.690					SIMBAD BD+61 195 sp_type=M1.5V. Companion B (HIP-less, Gaia DR3 source 522864272041351296) at absmag 13.69 — wide nearby pair from multiples.tsv.
09144+5241	HD 79210 / HD 79211	45343	1022456139210632064	6.332	0.05	8.632	K7V				B:120005:1022456104850892928:8.692					SIMBAD HD 79210 sp_type=K7V. Companion HIP 120005 = HD 79211 M0V — common-proper-motion K+M pair at 6.3 pc.
