# known-stars.tsv — Phase 4 tier-A validation corpus for the binary
# catalogue. Each row is one star system the pipeline must reproduce
# correctly; scripts/catalog/known-stars.test.ts drives per-row
# assertions against public/catalog.bin via the catalog-lookup library.
#
# ---- Columns -------------------------------------------------------------
#
# wds_id                    WDS positional ID (e.g. "06451-1643"). Empty
#                           for single stars.
# system_name               Display name ("Sirius", "α Cen", "Vega").
# primary_hip               Hipparcos number of the primary. Empty for
#                           HIP-less systems (Tycho-only / no HIP). A row
#                           with neither HIP nor Gaia is looked up by
#                           system_name (Sol — the one record addressable
#                           only by proper name).
# primary_gaia_source_id    Gaia DR3 source_id of the primary (int64).
#                           Empty when no Gaia DR3 match exists (e.g.
#                           Sirius A — saturated in Gaia DR3).
# primary_distance_pc       Expected pipeline distance to the primary
#                           in parsecs.
# primary_distance_pc_err   1-sigma uncertainty on primary_distance_pc.
#                           Used in the tolerance gate (see below).
# primary_absmag            Expected absolute magnitude of the primary —
#                           the INTRINSIC (de-extincted) value the build
#                           writes, not observed mag − 5·log(d/10). The
#                           build subtracts the Sol→star Edenhofer A_V so
#                           the runtime raymarch re-adds it without
#                           double-counting; luminous stars behind
#                           measurable dust (Antares, ν Sco, the LMC
#                           supergiants) therefore sit brighter here than
#                           their reddened apparent photometry implies.
# primary_spectral          Expected MK spectral type as a human-readable
#                           string ("A0V", "M5.5Ve", "DA1.9"). The test
#                           parses it via classifyFromSimbad and asserts
#                           classIdx + lumClass match record.spectClass +
#                           record.lumClass. The binary stores only those
#                           two bytes; subclass round-trips through the
#                           resolver but is not pinned in catalog.bin.
# primary_ci                Optional pin on record.ci — the INTRINSIC
#                           (de-reddened) B−V the build writes. Pins the
#                           pipeline value; the canonical literature B−V
#                           is noted in notes_source where it differs.
# primary_radius_rsun       Optional pin on record.physicalRadius (R☉).
#                           Pins the pipeline value; canonical published
#                           radii noted in notes_source.
# radius_rel_tol            Optional per-row relative tolerance for
#                           primary_radius_rsun (default 0.10).
# companions                Semicolon-separated tuples:
#                             comp_letter:hip:gaia_id:absmag[:max_sep_au]
#                           Empty for single-star rows. Components with
#                           no HIP leave the hip slot empty
#                           ("B::4658136172363835776:11.34"). Companion
#                           hip + gaia_id + absmag are pulled from
#                           data/binaries/multiples.tsv, which is
#                           itself the validation target —
#                           SIMBAD spot-checks the primaries).
#                           Optional max_sep_au pins the companion's
#                           catalog.bin xyz to within that many AU of
#                           the primary's catalog.bin xyz. Used to
#                           regression-guard synth-promoted companions
#                           whose tangent-projected position depends on
#                           the route-detector in companion-promotion
#                           (Algol Ab/Aa2, Polaris Ab, Capella Ab).
# orbital_period_days       Expected pipeline orbital period in days
#                           (companion record .periodDays). Empty when
#                           the system lacks a well-determined orbit or
#                           the pipeline does not propagate one.
# var_type                  Optional GCVS variability pin: "pulsating" /
#                           "eclipsing" / "other" asserts record.varType
#                           against the catalog-pure VAR_TYPE_* enum;
#                           "none" asserts the record carries NO
#                           variability (varType, period, amplitude all
#                           zero). Empty = no varType assertion.
# var_period_days           Optional GCVS published period in days,
#                           UNQUANTISED. The test applies the build's
#                           encoding (round(P × 10) into uint16, 0.1 d
#                           quanta, 6553.5 d clamp) before comparing to
#                           record.periodDays.
# var_amp_mag               Optional GCVS amplitude (max − min, mag),
#                           unquantised. Encoded as round(amp × 20)
#                           into uint8 (0.05 mag quanta, 12.75 clamp)
#                           before comparing to record.amplitudeMag.
# tier                      Required regression-tier tag. Enum, rejected
#                           at load when blank or unrecognised:
#                             standard            no distance-refinement
#                                                 layer under test
#                             bj-override         Bailer-Jones re-anchor
#                                                 of a catastrophic
#                                                 AT-HYG G_R3 distance
#                             bj-no-degradation   well-measured nearby
#                                                 row B-J must not shift
#                             lmc-kinematic-snap  LMC kinematic snap to
#                                                 the Pietrzyński anchor
#                           Single/visual-binary partitioning is derived
#                           from the companions cell, not tagged here.
# notes_source              Provenance citation. Required on every row.
#                           Format: "SIMBAD <permalink>" /
#                           "ORB6 entry P=…" / "Gaia DR3 ADQL
#                           spot-check 2026-MM-DD" / "Pietrzyński 2019
#                           LMC distance". Prose only — the machine-read
#                           tag is the tier column.
#
# ---- Tolerances ----------------------------------------------------------
#
# Asserted by known-stars.test.ts:
#   primary_distance_pc       ±0.01 pc OR 1-sigma, whichever is larger
#   primary_absmag            ±0.05
#   primary_spectral          classIdx (record.spectClass) exact match;
#                             lumClass exact match unless the row's
#                             spectral string is bare-class (no Roman).
#   primary_ci                ±0.03 (float32 + Ballesteros round-trip)
#   primary_radius_rsun       ±10% relative, or the row's radius_rel_tol
#   companion absmag          ±0.05
#   companion hip / gaia_id   exact match
#   orbital_period_days       ±5% (only checked when row has a value)
#   var_type                  exact enum match ("none" = all three zero)
#   var_period_days           exact after uint16 0.1 d quantisation
#   var_amp_mag               exact after uint8 0.05 mag quantisation
#
# ---- Authoring discipline ----------------------------------------------
#
# Every row carries notes_source — no row added without a traceable
# citation. Distance + absmag verified against AT LEAST TWO independent
# sources where possible (SIMBAD + Gaia DR3 ADQL; ORB6 + van Leeuwen
# HIP2; etc.). Companion rows use multiples.tsv as one source;
# SIMBAD per-oid as the second. Variability pins quote the GCVS 5.1
# published period + max/min magnitudes (the pipeline input is the
# same frozen GCVS snapshot, so these pins are parse + cross-match +
# encode regression guards; AAVSO / SIMBAD otype spot-checks noted in
# notes_source where consulted). The TSV is the contract — the
# vitest exercises every row, every column.
#
# ---- Format ----------------------------------------------------------
#
# Tab-separated. Lines beginning with "#" are skipped by the parser.
# Empty cells render as adjacent tabs.
#
wds_id	system_name	primary_hip	primary_gaia_source_id	primary_distance_pc	primary_distance_pc_err	primary_absmag	primary_spectral	primary_ci	primary_radius_rsun	radius_rel_tol	companions	orbital_period_days	var_type	var_period_days	var_amp_mag	tier	notes_source
02318+8916	Polaris	11767		132.626	0.7	-3.485	F8Ib				Ab:::-1.485:20.0	10744.194	cepheid	3.9696	0.27	standard	SIMBAD * alf UMi sp_type=F8Ib; Cepheid variable. GCVS alf UMi: DCEPS P=3.9696 d, amp V 1.86→2.13 (0.27), pinned pulsating (DCEPS first-overtone subtype-tail). HIP-anchored distance; Gaia-saturated (no source_id), spectral resolves via the SIMBAD HIP fallback tier. ORB6 inner orbit Aa,Ab P=10744 d (29.4 yr); companion Ab promoted via synth-02318+8916-Ab (no own gaia/hip). max_sep_au=20.0 clamps the sep+PA projection — Ab projects to 13.26 AU from Polaris via sep+PA (0.1″ × 132.626 pc); without the clamp the athyg_position float residue landed it 128 AU off. Anchor flux solve: AT-HYG's 1.98 blends Aa+Ab (WDS dmag 2.0), anchor re-split -3.643 -> -3.485, Ab at anchor+2.0.
	Procyon	37279		3.514	0.05	2.671	F5IV-V+DQZ									standard	SIMBAD * alf CMi sp_type=F5IV-V+DQZ; HIP2 parallax. Bright primary, no Gaia DR3 match.
05552+0724	Betelgeuse	27989		152.672	1.0	-5.469	M1-M2Ia-Iab	1.494	577.0				semiregular	2335	1.6	standard	SIMBAD * alf Ori sp_type=M1-M2Ia-Iab; semi-regular variable. GCVS alf Ori: SRC P=2335 d, amp V 0.0→1.6. HIP-anchored. NO companion expected: the WDS Aa,Ab row carries no mags and no orbit, so the promoted Ab was a full-luminosity invented twin of Betelgeuse (absmag -5.47 at 0.1″) — the inherited-photometry drop now removes it. If Ab reappears here, the twin-brightness guard regressed.
	Arcturus	69673		11.257	0.1	-0.307	K1.5IIIFe-0.5									standard	SIMBAD * alf Boo sp_type=K1.5IIIFe-0.5. Bright nearby giant; Gaia-saturated (no source_id), spectral resolves via the SIMBAD HIP fallback tier.
	Aldebaran	21421		20.434	0.2	-0.682	K5+III									standard	SIMBAD * alf Tau sp_type=K5+III. Bright giant, no Gaia DR3 match.
	Rigel	24436		264.551	1.5	-6.993	B8Ia	-0.050	76.72							standard	SIMBAD * bet Ori sp_type=B8Ia. Bright supergiant.
	Antares	80763		169.780	1.0	-5.820	M1.5Iab+B2Vn	1.629	672.7							standard	SIMBAD * alf Sco sp_type=M1.5Iab+B2Vn. Bright red supergiant with B-star companion. Sightline crosses the Ophiuchus complex edge (Edenhofer A_V≈0.84, matching literature 0.6–0.8); the de-extincted pins track the dust-encode fidelity, and the 673 R☉ radius sits inside the published 680±100 range.
	Spica	65474		76.570	0.5	-3.191	B1V						eclipsing	4.014604	0.10	standard	SIMBAD * alf Vir sp_type=B1V. Bright early-B variable, tight spectroscopic binary. GCVS alf Vir: ELL+BCEP P=4.014604 d, amp V 0.95→(0.10) — parenthesised amplitude notation (the once-dropped GCVS notation class); ELL classifies eclipsing (ellipsoidal), which also drives wings + pulsation suppression. Anchor dimmed by flux conservation once the MSC Aa,Ab/Aa1,Aa2 pair mags landed (V=0.97 is the blend; A-alone is ~0.25 mag fainter).
	Deneb	102098		432.900	2.5	-7.063	A2Ia									standard	SIMBAD * alf Cyg sp_type=A2Ia. Bright supergiant; AT-HYG distance from HIP2 with high uncertainty (true distance ~800 pc per Gaia DR2).
05167+4600	Capella	24608		13.334	0.1	0.193	G3III:				Ab:::0.293:1.0	104.02128				standard	SIMBAD * alf Aur sp_type=G3III:. Bright quad system (Aa+Ab giants); HIP-anchored. ORB6 inner orbit Aa,Ab P=104.02 d; companion Ab promoted via synth-05167+4600-Ab (no own gaia/hip). max_sep_au=1.0 clamps the sep+PA projection — Ab projects to ~0 AU from Capella via sep+PA (0.0″ at 13.123 pc); BinaryOrbitField overlays the ~0.74 AU inner orbit at runtime. AT-HYG magnitude is the Aa+Ab combined light; the dmag joint split re-allocates it, leaving Aa at 0.19 (canonical M_V~0.14). System distance coherence: the clean-Gaia H/L companions anchor the root at 13.334 pc; Capella itself (Gaia-saturated, HIP2 13.12) snaps within the combined parallax noise.
	Canopus	30438		94.787	0.5	-5.504	A9II									standard	SIMBAD * alf Car sp_type=A9II. Bright supergiant; Gaia-saturated (no source_id), spectral resolves via the SIMBAD HIP fallback tier.
	Achernar	7588		42.754	0.3	-2.441	B6Vpe									standard	SIMBAD * alf Eri sp_type=B6Vpe; emission-line Be star, rapid rotator. Anchor flux solve: AT-HYG's V=0.46 blends A+B; WDS speckle pair mags (0.7/2.1, non-V) drive the split, so B's V share is overstated — published M_V(A) is -2.77.
	Fomalhaut	113368		7.704	0.05	1.737	A4V						none			standard	SIMBAD * alf PsA sp_type=A4V. Nearby A-dwarf with debris disc. var_type=none guards against a false-positive GCVS cross-match (not a GCVS variable; varType/period/amplitude must all stay zero).
# ---- Population-coverage singles ----------------------------------------
# One pin per population dimension the corpus previously lacked: nearest
# M dwarf, halo subdwarf, solitary white dwarf, carbon star, Wolf-Rayet,
# O supergiant with luminosity class, prototype variables of each GCVS
# family the renderer animates, and a Tycho-only no-HIP record.
	Barnard's Star	87937	4472832130942575872	1.828	0.05	13.230	M4V	1.570	0.216							standard	SIMBAD NAME Barnard's star sp_type=M4V; plx 546.976±0.040 → 1.828 pc (B-J photogeo agrees); V=9.511 → M_V≈13.20. Nearest single star and highest-PM star in the catalogue (J2016 placement pinned in sky-position-corpus.tsv). ci 1.570 is printed I/239 B−V keyed on HIP 87937, at BP−RP 2.80 well past the Gaia relation's bound; the synthetic tier below reads 1.694 and fails this pin, so with HD 75632 this row is the pair that ordered printed above synthetic.
	Kapteyn's Star	24186	4810594479418041856	3.934	0.05	10.886	M1VIp									standard	SIMBAD HD 33793 sp_type=M1VIp (halo subdwarf — lumClass VI pin); plx 254.199±0.017 → 3.934 pc; V=8.853 → M_V≈10.88. Retrograde halo kinematics, second-highest PM. Covers the subdwarf luminosity class.
	Van Maanen 2	3829	2552928187080872832	4.314	0.05	14.196	DZ7.5									standard	SIMBAD Wolf 28 sp_type=DZ7.5; plx 231.780±0.018 → 4.314 pc; V=12.374 → M_V≈14.20. Nearest solitary white dwarf — covers the single-WD population (DZ parse → WD class byte + lumClass VII/D, 0.013 R☉ special case).
	R Leporis	23203	2987082722815713792	446.331	10	-0.417	C7,6e						mira	427.07	6.2	standard	SIMBAD V* R Lep sp_type=C7,6e (Hind's Crimson Star, carbon Mira); B-J photogeo 446.3 pc (SIMBAD plx 2.19±0.06 → 456±13, consistent). GCVS R Lep: M P=427.07 d, amp V 5.5→11.7 (6.2). Covers spectClass=7 (C/S/W) + the long-period pulsator encode path; absmag is the AT-HYG mean V at the B-J distance, de-extincted. Absmag re-pinned for the Riello G−V cascade: V is now transformed Gaia photometry rather than AT-HYG's printed mag.
	γ² Velorum	39953		392.293	1.5	-6.296	WC8+O7.5III-V	-0.170								standard	SIMBAD * gam02 Vel sp_type=WC8+O7.5III-V (WR 11, closest Wolf-Rayet); Gaia-saturated (no source_id), HIP2 long-baseline 342.5 pc (plx 2.92±0.30). V=1.83 → M_V≈-5.84 plus A_V≈0.16 de-extinction. Covers the WR population. physicalRadius (~19 R☉, sized by the V-dominant O7.5III companion) is pinned at unit level in catalog-pure.test.ts; the corpus schema has no radius column. DISTANCE AND ABSMAG PIN KNOWN-WRONG VALUES, 392.293 pc / -6.296 against the interferometric 336 +8/-7 pc (North et al. 2007) and the 342.5 pc HIP2 long-baseline this row pinned before. Cause: the primaries now admit gamma1 Vel (HD 68243) as a record, so system distance coherence sees two members of WDS 08095-4720 and anchors on gamma1 — whose Gaia parallax (2.6052+/-0.1235) is the least precise of the system's four Gaia members and whose Bailer-Jones placement is 392.293 pc. The three better-measured members (331-343 pc) arrive as promoted companions, after the coherence pass has run. absmag follows by brightness invariance, 5*log10(392.293/342.466)=0.295. primary_radius_rsun is left UNPINNED rather than pinned wrong: it derives from the bad absmag (19.15 -> 21.937 R☉). All three revert to truth pins when stellata-uadc.40 lands.
	ζ Puppis / Naos	39429	5534788672055388032	332.226	1.5	-5.447	O4I(n)fp									standard	SIMBAD * zet Pup sp_type=O4I(n)fp; B-J photogeo 332.2 pc (SIMBAD plx 3.01±0.10 → 332±11). V=2.25 → M_V≈-5.36 plus de-extinction. Hottest naked-eye O star — covers spectClass=O WITH a luminosity-class pin (ν Sco's O is a bare GSP-Spec letter).
	Mira	10826		91.659	0.5	1.659	M5-9IIIe+DA						mira	328.8	8.5	standard	SIMBAD * omi Cet sp_type=M5-9IIIe+DA (the DA is the VZ Cet white-dwarf companion in the composite string the resolver consumed via the SIMBAD HIP fallback tier); Gaia-saturated (no source_id), HIP-anchored 91.66 pc (plx 10.91±1.22). GCVS omi Cet: M P=328.8 d, amp V 1.9→10.4 (8.5) — the prototype long-period variable, largest amplitude pinned.
	δ Cephei	110991	2200153454733285248	279.795	1.5	-3.382	F5Iab:+B7-8						cepheid	5.366208	0.89	standard	SIMBAD * del Cep sp_type=F5Iab:+B7-8; B-J photogeo 279.8 pc (plx 3.556±0.148 → 281±12; Benedict 2002 HST parallax gives 273±11). GCVS del Cep: DCEP P=5.366208 d, amp V 3.48→4.37 (0.89) — the classical-Cepheid prototype.
	44 Boötis	73695		12.508	0.05	4.737	G0Vn						eclipsing	0.2678190	0.16	standard	SIMBAD * i Boo sp_type=G0Vn; Gaia-saturated (no source_id), HIP-anchored 12.51 pc (plx 79.95±1.56). GCVS i Boo: EW P=0.2678190 d, amp V 4.70→4.86 (0.16) — W UMa contact eclipser; pins the sub-day period quantisation (0.268 d → 0.3 d at the 0.1 d quantum). Anchor flux solve: AT-HYG blends the 0.2 arcsec A+B pair (WDS dmag~0.9); anchor re-split to A's own light.
	β Centauri / Hadar	68702		120.192	1.5	-4.138	B1III						dsct	0.300	0.045	standard	SIMBAD * bet Cen sp_type=B1III; Gaia-saturated (no source_id), HIP-anchored 120.19 pc. GCVS bet Cen: BCEP P=0.300 d, amp V 0.61→(0.045) — parenthesised amplitude notation (the once-dropped GCVS notation class) whose 0.045 mag lands exactly one 0.05-mag quantum (ampUnits=1): the amplitude-bearing pin for the notation population.
	HD 200191		6457874175857073664	97.120	0.5	4.853	G0									standard	SIMBAD HD 200191 sp_type=G0 (bare; no lumClass pin). Tycho-sourced AT-HYG row whose catalogue record carries NO HIP — pins the no-HIP population addressed by Gaia source_id alone. SIMBAD lists HIP 103995 for this star; the AT-HYG row omits it (identifier-backfill gap). Distance 97.12 pc (AT-HYG G_R3 + B-J). Absmag re-pinned for the Riello G−V cascade: V is now transformed Gaia photometry rather than AT-HYG's printed mag.
# ---- Visual binaries with multiples.tsv-validated companions -----------
# Systems where (a) primary has a catalog.bin record and (b) at least one
# companion has a per-component multiples.tsv row with non-inherited HIP /
# Gaia source_id / absmag. Companions whose multiples.tsv absmag is empty
# or inherited from the primary (e.g. Sirius B at 1.454, Procyon B blank)
# are deliberately excluded — pinning known-bad data would mislead future
# regression detection.
